Time_To_Goal,UAV_ID,
1708,0,597.167403986811
274,1,95.2053675063621
793,2,276.865350595843
276,3,95.9095396987892
1721,4,601.742473984616
277,5,96.2674989768278
744,6,259.720882982941
1218,7,425.625795687098
1267,8,442.784863626325
276,9,95.9111968163495
788,10,275.16391343659
1234,11,431.220873567216
1251,12,437.1675131113
1745,13,610.104368225793
1578,14,551.63975793366
1362,15,476.023758419073
1268,16,443.130252491746
1554,17,543.227630576194
790,18,275.826864464524
1393,19,486.867442979958
